ruta_relativa,tipo,bytes,fecha_modificacion_utc,sha256,duplicado_de,dimensiones_o_paginas,uso_propuesto
Etiquetas/Imprimir/Choco OG.ai,application/postscript,1478266,2026-04-14T16:13:26+00:00,7e66842728437e83571f8df018730bb99c3013baee6c314980a3be9ee7ebd7b9,,,Referencia de empaque; no inferir fichas ni claims vigentes
Etiquetas/Imprimir/Cinderella 99.ai,application/postscript,1475237,2026-04-14T15:44:18+00:00,5ba87afcb505d94f0a47afd45a29a7805cccb229fb765d3c365d9408516bfaa2,,,Referencia de empaque; no inferir fichas ni claims vigentes
Etiquetas/Imprimir/Cinderella x choco.ai,application/postscript,1471115,2026-04-14T16:05:32+00:00,4c73bfa003cfb403c7d292e610ad06234c78fdb28b8434c5f878e5446d22fc25,,,Referencia de empaque; no inferir fichas ni claims vigentes
Etiquetas/Imprimir/Dos si choc.ai,application/postscript,1465824,2026-08-19T12:17:32+00:00,f57d5fb6abd56bc0183f8ec7d10f0244f386bfae826ea3c11cb997fcfd36ade5,,,Referencia de empaque; no inferir fichas ni claims vigentes
Etiquetas/Imprimir/Dos si dos.ai,application/postscript,1470936,2026-04-14T15:23:20+00:00,d94dfa9bde8f8cade312ea8ff6179c28b7673094b4944ace3c280fc6c62818f9,,,Referencia de empaque; no inferir fichas ni claims vigentes
Etiquetas/Imprimir/Dosis x gelato.ai,application/postscript,1473074,2026-04-14T16:13:08+00:00,11350acab9c88d2885f84d307fac9f35a35bdb50ddf0f29df2cf7be4af9e6c73,,,Referencia de empaque; no inferir fichas ni claims vigentes
Etiquetas/Imprimir/Exterior/apple Banana Zoap.ai,application/postscript,1472374,2026-04-16T14:22:16+00:00,ae6e9e127032a5b64660caac0f2b2ab6ebdfd52c472036bb5e24e6327f0b152e,,,Referencia de empaque; no inferir fichas ni claims vigentes
Etiquetas/Imprimir/Exterior/Black Russian.ai,application/postscript,1473357,2026-06-29T11:25:22+00:00,2cffcbc1779c35b6c9b5a5b56f49e5487123051ba945742ac35f488904036f31,,,Referencia de empaque; no inferir fichas ni claims vigentes
Etiquetas/Imprimir/Exterior/chuncana.ai,application/postscript,1469688,2026-06-29T11:02:48+00:00,9d507cef0346a507b2c4a5278e38d98d9c70f05805ca5c71a943fe97b9e9cfd1,,,Referencia de empaque; no inferir fichas ni claims vigentes
Etiquetas/Imprimir/Exterior/fancy watermelon.ai,application/postscript,1473648,2026-06-29T11:13:12+00:00,cc52f92234e8b6467b25c7852739e01b615594929da369ac63e3bf5098f7f935,,,Referencia de empaque; no inferir fichas ni claims vigentes
Etiquetas/Imprimir/Exterior/Hot Tub Time Machine.ai,application/postscript,1471801,2026-04-16T14:19:00+00:00,91f7ba948e6664e0312926ed9507c6445b5c7149e243e8c1bb4408cfb66eb49f,,,Referencia de empaque; no inferir fichas ni claims vigentes
Etiquetas/Imprimir/Exterior/Lemon Champ.ai,application/postscript,1474552,2026-06-29T10:56:58+00:00,9cf34b0d7afb86da9112205a1140b9ed705d7940199342712471c9aee93a8e11,,,Referencia de empaque; no inferir fichas ni claims vigentes
Etiquetas/Imprimir/Exterior/Lemon Tree.ai,application/postscript,1464468,2026-04-16T14:07:34+00:00,8a2e83255b3823f1a65a70779dcdb4530bf1cdec1d47d0e59380d62ee10ff641,,,Referencia de empaque; no inferir fichas ni claims vigentes
Etiquetas/Imprimir/Exterior/Melon Punch.ai,application/postscript,1468524,2026-06-29T11:34:34+00:00,da77efba2b41f9f0a16768c602af5a1c3161309c7afc8750536ec46f4e6dc9e1,,,Referencia de empaque; no inferir fichas ni claims vigentes
Etiquetas/Imprimir/Exterior/merengue.ai,application/postscript,1480850,2026-08-04T09:45:22+00:00,6fb7a38b00bb160b801f88b2d218106dc779e79dae92294f209ad6465828b71e,,,Referencia de empaque; no inferir fichas ni claims vigentes
Etiquetas/Imprimir/Exterior/Mimosa trop.ai,application/postscript,1468995,2026-04-29T15:20:28+00:00,fb2022aed89a35ad0a69bb7baaac7c9a2b12bb0f5121dd8c584f7b0ba8106cf2,,,Referencia de empaque; no inferir fichas ni claims vigentes
Etiquetas/Imprimir/Exterior/og kush x gorilla.ai,application/postscript,1473524,2026-08-04T09:53:30+00:00,57ebf046ef4e2d17d3c01929d11cb1c4a39a568425cc9bd0280ccae2830d8be7,,,Referencia de empaque; no inferir fichas ni claims vigentes
Etiquetas/Imprimir/Exterior/orange cookies.ai,application/postscript,1472308,2026-06-29T11:07:22+00:00,c1ae9f5f2592bd613718ab097673f14a50bd3e457a2c53324a2b312d89768b40,,,Referencia de empaque; no inferir fichas ni claims vigentes
Etiquetas/Imprimir/Exterior/Pinapple Chunk.ai,application/postscript,1473211,2026-04-29T14:40:58+00:00,42ee711bf5993f72b4f66a0882c389402f913eb1bc4f040e3f02ef173bfdf098,,,Referencia de empaque; no inferir fichas ni claims vigentes
Etiquetas/Imprimir/Exterior/santa maria gold.ai,application/postscript,1473673,2026-08-04T09:48:58+00:00,ce9948fc34afc1acdcf5d204a24d6502518f25c5209a810b3830dd0bc9a12324,,,Referencia de empaque; no inferir fichas ni claims vigentes
Etiquetas/Imprimir/Exterior/santanesia.ai,application/postscript,1485398,2026-08-04T09:42:12+00:00,a20b2cb767b1e3e4cae76946cbeaba54940c6e8c1d0d23d5068ff5da823aba8c,,,Referencia de empaque; no inferir fichas ni claims vigentes
Etiquetas/Imprimir/Exterior/Tangie Haze.ai,application/postscript,1470469,2026-04-29T15:36:02+00:00,254789fd9202ed4e0e7667c3cd467f6a28279702849b0751617f15c417bac1ee,,,Referencia de empaque; no inferir fichas ni claims vigentes
Etiquetas/Imprimir/funky cake.ai,application/postscript,1469297,2026-07-21T17:15:28+00:00,f187eccc033152cca6632194463c6ecdb8cfa6c51fb22c00e0b73a2623ed6629,,,Referencia de empaque; no inferir fichas ni claims vigentes
Etiquetas/Imprimir/gmo cookies.ai,application/postscript,1468461,2026-07-07T08:20:50+00:00,37b5aa722baac54387770ab65a3e973cd3dc06b4b7018fa53a677a92dea2497c,,,Referencia de empaque; no inferir fichas ni claims vigentes
Etiquetas/Imprimir/ice cream cake.ai,application/postscript,1475475,2026-04-14T14:36:32+00:00,58c18edca7c34b0655a89ca22e2ae2ab57159bd750873bc06267c446decb2ce8,,,Referencia de empaque; no inferir fichas ni claims vigentes
Etiquetas/Imprimir/Juanita.ai,application/postscript,1465587,2026-04-14T15:33:56+00:00,027e4fe7eb69bd6e9a44b2744d655ffc04637d9311a06d2b877566ec2baf58e0,,,Referencia de empaque; no inferir fichas ni claims vigentes
Etiquetas/Imprimir/lemon cherry gelato.ai,application/postscript,1492435,2026-05-18T11:02:54+00:00,af7fae623070e1b111388b0ecc06dfb66bb51a9d4075f3379aad4f29f1a0ea29,,,Referencia de empaque; no inferir fichas ni claims vigentes
Etiquetas/Imprimir/Monke Meet x toronja.ai,application/postscript,1472932,2026-04-14T15:00:36+00:00,5e61f6b28c8f96118fde940a1a7ba0e89294d61ed2b363ac44fc2ffdaaa50301,,,Referencia de empaque; no inferir fichas ni claims vigentes
Etiquetas/Imprimir/orange cookies-interior.ai,application/postscript,1481012,2026-07-21T17:07:42+00:00,2d0ca1dd93738b6a459d980c8275d5ee690ab0da0c474cf9db40a6baa0de288e,,,Referencia de empaque; no inferir fichas ni claims vigentes
Etiquetas/Imprimir/peyote karma.ai,application/postscript,1471635,2026-09-21T10:27:48+00:00,441039b745042a605b39cfab1d90144bc12c4c42721cbddce12f5f6e69ed9622,,,Referencia de empaque; no inferir fichas ni claims vigentes
Etiquetas/Imprimir/peyote purple.ai,application/postscript,1467694,2026-07-07T08:26:34+00:00,fd773a25434d3c80fa4fcd1fbd4a1f59fc8f2c53b6ad2d888c68a5dfc8515cc0,,,Referencia de empaque; no inferir fichas ni claims vigentes
Etiquetas/Imprimir/Pitu.ai,application/postscript,1466618,2026-04-14T15:11:40+00:00,08d5c64b0ec8db74a05275da3f593af6df3ed1e97908dae3a6836730e6203970,,,Referencia de empaque; no inferir fichas ni claims vigentes
Etiquetas/Imprimir/Presentación/Exterior.ai,application/postscript,1531947,2026-04-13T11:23:22+00:00,c79e0531fad8906a82cf23faefeaa617da502e07312ef7f25d01eb2667976673,,,Referencia de empaque; no inferir fichas ni claims vigentes
Etiquetas/Imprimir/Presentación/Interior-Exterior.ai,application/postscript,1556537,2026-04-13T11:14:28+00:00,74a58ec7a142e7df3715d59b2d46dddcc069e633bca06c71cc1bacc80751e4d7,,,Referencia de empaque; no inferir fichas ni claims vigentes
Etiquetas/Imprimir/Presentación/Interior.ai,application/postscript,1532164,2026-04-13T11:11:02+00:00,7f4086a7ae82ec3979eec271fe762e85ca89f0e51cb5f51da6f86d59b73eea75,,,Referencia de empaque; no inferir fichas ni claims vigentes
Etiquetas/Imprimir/Raskel Berrys.ai,application/postscript,1478406,2026-04-14T16:13:12+00:00,ef1dbce485dcfe86236e26e3f3b732959d6c21c01d3c6c7931ce16263d74de32,,,Referencia de empaque; no inferir fichas ni claims vigentes
Etiquetas/Imprimir/royal ak.ai,application/postscript,1465819,2026-07-07T08:36:08+00:00,4a15c7a259839a04e4537aa28873302cfbfe6530b234c0ab8dcd6e9294e02e7c,,,Referencia de empaque; no inferir fichas ni claims vigentes
Etiquetas/Imprimir/Sorvete.ai,application/postscript,1467029,2026-04-14T15:15:18+00:00,46038a54018e5d6b4fc5b21fcae82f88361506fa3c20ff0b4734598ba6f7a564,,,Referencia de empaque; no inferir fichas ni claims vigentes
Etiquetas/Imprimir/Sugus.ai,application/postscript,1468058,2026-04-14T15:18:54+00:00,aa2c4abf1b1b15ff8f6ac390d8af4ee1054e5b96769286e8650b84d852384c4c,,,Referencia de empaque; no inferir fichas ni claims vigentes
Etiquetas/Imprimir/Super Frosti Kush.ai,application/postscript,1475571,2026-04-14T15:58:28+00:00,a8e9b224a9b10833a2dbdb0f8214b090074af93cfd228d442618e68c8faee155,,,Referencia de empaque; no inferir fichas ni claims vigentes
Etiquetas/Imprimir/tangie diesel.ai,application/postscript,1469555,2026-07-21T17:20:08+00:00,d64e1774ce8cad0b8f7033039579c3daccaf7b1ed56d6f292fecadca3e17673c,,,Referencia de empaque; no inferir fichas ni claims vigentes
Etiquetas/Imprimir/Thouchen.ai,application/postscript,1468102,2026-04-14T16:13:14+00:00,0335bd5b0b82b233f594824efb32aaa4f48b4b3cca590de955807efd7600121c,,,Referencia de empaque; no inferir fichas ni claims vigentes
Etiquetas/Imprimir/Tropical Kush.ai,application/postscript,1475071,2026-04-14T16:50:30+00:00,5a97e4b5c4722af69912a34654d0902569c8cb444f8f53b3612dcfbd325fad26,,,Referencia de empaque; no inferir fichas ni claims vigentes
Etiquetas/Imprimir/white mocha.ai,application/postscript,1466905,2026-05-18T10:52:54+00:00,41f15c4b3f0ba519cbfb25709762acbadf41dbfd2b03403eb65a72043c581ce1,,,Referencia de empaque; no inferir fichas ni claims vigentes
Etiquetas/Imprimir/white russian.ai,application/postscript,1474133,2026-05-18T11:21:46+00:00,a15080286663d5f485eea54a0c1981b23721d5450108ca4a9c642a546b02cd29,,,Referencia de empaque; no inferir fichas ni claims vigentes
Etiquetas/Imprimir/White widow.ai,application/postscript,1473820,2026-04-14T16:13:20+00:00,195c1ee65f7f30d63893afd0fc99d82b472be329c95fe784494408565b14f571,,,Referencia de empaque; no inferir fichas ni claims vigentes
Etiquetas/Imprimir/wizard fuel.ai,application/postscript,1468457,2026-05-18T11:09:46+00:00,8cc80706cbdb5b7dbb0717b71df1f74e3e8f1caeb354e49631673f8142f58566,,,Referencia de empaque; no inferir fichas ni claims vigentes
Etiquetas/Sticker_Redondo/Sticker_Redondo.pdf,application/pdf,360299,2025-10-28T09:26:50+00:00,be26321feeb4ff12a9346191daf34c144233c0670e400276b5065529be77af1f,,1 páginas,Referencia de empaque; no inferir fichas ni claims vigentes
Horas de diseño.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,7155,2026-08-27T10:10:22+00:00,0792363a8e37fd99afbf3aaa9eb5865d63443654127743920671d3d3482939a2,,,Archivo de investigación; revisar antes de publicar
ID/BOMBO ID.pdf,application/pdf,35123331,2025-02-18T11:15:04+00:00,f1b9a97d035959b4381cf7e0f8eaf7f69a0ce7fd92685df002afe9f119e9aade,,25 páginas,Archivo de investigación; revisar antes de publicar
ID/BOMBO ID2.ai,application/postscript,16210663,2025-02-18T11:11:38+00:00,fa6f4bcf42f5645b49ff34b409c5d5ce4939439b93c1e72750d88110cde9f825,,,Archivo de investigación; revisar antes de publicar
ID/catálogo nuevo.ai,application/postscript,314687112,2026-08-21T16:37:58+00:00,e4d9f403602a5ffbbe193bb71b550d6ecfa894cac8b895ddc58db811cf9cc697,,,Identidad oficial; selección visual y contraste
ID/Fonts/BricolageGrotesque_72pt-Light.ttf,font/ttf,91020,2024-09-04T19:11:20+00:00,af0fe4b1b87793ba0dd9fd6bbe48276a679329cdc112eb4670239e117d857712,Etiquetas/Editables/Fonts/BricolageGrotesque_72pt-Light.ttf,,Tipografía; comprobar licencia antes de distribución
ID/Fonts/DarkerGrotesque-VariableFont_wght.ttf,font/ttf,90552,2024-03-18T10:41:32+00:00,42151819d6d12a6afa0ec9cf0354936438a80a3fed9d4d4f48290236a90bf66b,,,Tipografía; comprobar licencia antes de distribución
ID/Fonts/Geist-Light.ttf,font/ttf,78224,2024-11-06T19:49:28+00:00,b9baac192d07546044331542993979f2a16f76358dd015a55582548e27c415af,,,Tipografía; comprobar licencia antes de distribución
ID/Fonts/Geist-Regular.ttf,font/ttf,78244,2024-11-06T19:49:28+00:00,7ea18571fa0a1a05433b1a7bf4e9589cb8567a09105660d0d45d718baf4a3c65,,,Tipografía; comprobar licencia antes de distribución
"ID/Fonts/RobotoFlex-VariableFont_GRAD,XOPQ,XTRA,YOPQ,YTAS,YTDE,YTFI,YTLC,YTUC,opsz,slnt,wdth,wght.ttf",font/ttf,1684624,2024-02-28T19:14:34+00:00,6adcfe619c4ff33c186700c035e275e0b983c0f83a84b2f15288a810207586c4,,,Tipografía; comprobar licencia antes de distribución
ID/IG/Semana de los amigos/promo dia del amigo_Mesa de trabajo 1 copia 2.png,image/png,146101,2026-07-20T09:18:32+00:00,cc04c887866e1379097358cdf78b5731e098e5a587e5233d71fd1735c96314d7,,4501x6000,Referencia histórica; nunca importar precios o promociones actuales
ID/IG/Semana de los amigos/promo dia del amigo_Mesa de trabajo 1 copia.png,image/png,201294,2026-07-20T09:18:34+00:00,b9b9e98ad101bf43d5bc0e773af3d894de9f7042e58dbf76a1159f98bbb17b51,,4501x8000,Referencia histórica; nunca importar precios o promociones actuales
ID/IG/Semana de los amigos/promo dia del amigo_Mesa de trabajo 1.png,image/png,166450,2026-07-20T09:18:34+00:00,108b6329b56d72927fe5eab87bb9de38e9a37472b29421fb5486419e2ad83a58,,4500x6000,Referencia histórica; nunca importar precios o promociones actuales
ID/IG/Semana de los amigos/promo día del amigo.ai,application/postscript,282547,2026-07-20T09:18:02+00:00,4164f698ac56e6d78b8fba0c80ca0f7b6f19976a0154dc8733ff956e398edb29,,,Referencia histórica; nunca importar precios o promociones actuales
ID/IG/story 2-7.jpg,image/jpeg,125816,2026-07-03T08:28:14+00:00,db7cdfc93ecb2b563e30714d6095db57e098adcbe7795ba06d6c0d0cd9cfa687,,900x1600,Referencia social histórica; validar vigencia y derechos
ID/IG/STORY 3-7.png,image/png,535928,2026-07-03T08:26:42+00:00,db907fdbf59fbe54c587d604f5a1e1a19f7a5cdf638af20ff3ad89474ddce72d,,4500x8000,Referencia social histórica; validar vigencia y derechos
ID/IG/STORYS PROMOS CATÁLOGO /1.png,image/png,62439,2026-09-15T12:32:52+00:00,79c36b5ff4cdbcb6065e9d7120212085a31e8cb83dcbf75c83005d224e067751,,1080x1920,Identidad oficial; selección visual y contraste
ID/IG/STORYS PROMOS CATÁLOGO /2.png,image/png,61419,2026-09-15T12:32:52+00:00,293273f844d96ac58769018f776d0653a87b9c6494166f00c037feea6122e01d,,1080x1920,Identidad oficial; selección visual y contraste
ID/IG/STORYS PROMOS CATÁLOGO /3.png,image/png,64493,2026-09-15T12:32:52+00:00,657e70387adeca2bb63cea7444b2d0e4133dbf83a5c2eb3188ee50444b6da9f7,,1080x1920,Identidad oficial; selección visual y contraste
ID/IG/STORYS PROMOS CATÁLOGO /4.png,image/png,57571,2026-09-15T12:32:52+00:00,8c3ed762dfdf1d4bdf75dc0623019bbffd070884f69c876b1ad7b590a1eaf382,,1080x1920,Identidad oficial; selección visual y contraste
ID/IG/STORYS PROMOS CATÁLOGO /5.png,image/png,4235401,2026-09-15T12:32:52+00:00,4d56da9d63cf78f9eecb63708d4d9037eebdc90ee56cb07e90d9fff74d37389a,,1080x1920,Identidad oficial; selección visual y contraste
ID/IG/storys.ai,application/postscript,210553207,2026-06-17T13:41:00+00:00,ce3ca6723f3c40aeee5158a56f55337c6a2487332ce61922d6cfe0ab961b13e0,,,Referencia social histórica; validar vigencia y derechos
ID/IG/STORYS_1.png,image/png,4532820,2026-06-18T13:40:04+00:00,61454fab2838c2fcbd46a9e05b7941f8f1d769aef67bead50b4e73ad06e29f80,,4500x8000,Referencia social histórica; validar vigencia y derechos
ID/IG/STORYS_2.png,image/png,28777817,2026-06-17T12:13:00+00:00,60d86c056efb9c3ae4694a2354e484a35c09332fdd8278b977dd44e7c62d5f17,,4500x8000,Referencia social histórica; validar vigencia y derechos
ID/IG/STORYS_3.png,image/png,15887625,2026-06-17T12:13:00+00:00,b61defe0005741ad7f7b2b70c2472adf039706ce3a1acc2ca3baafaad3c80dc1,,4500x8000,Referencia social histórica; validar vigencia y derechos
ID/IG/STORYS_4.png,image/png,16843829,2026-06-17T12:12:58+00:00,4c068007250d8e50612fd0b85f1876727b56c033246219610d782f7acce9b48e,,4500x8000,Referencia social histórica; validar vigencia y derechos
ID/IG/STORYS_5.png,image/png,10672180,2026-06-17T12:13:00+00:00,720741588a86c305a05549aed85d12f7df4d906d9d3537c1674cc3a1f52dc603,,4500x8000,Referencia social histórica; validar vigencia y derechos
ID/IG/STORYS_6.png,image/png,329740,2026-06-17T12:12:56+00:00,392fe073c7476eaba8f31e956ae26938982e61746a485fedb6e4478f873c709d,,4500x8000,Referencia social histórica; validar vigencia y derechos
ID/Links/farmers-hold-marijuana-cannabis-trees-their-farms.jpg,image/jpeg,10259899,2024-11-19T21:59:04+00:00,7d34c70c1366ed6d1a69aa36d816217b8ed29cea768cdd627cfbe5ce2eb62e66,,5760x3840,Archivo de investigación; revisar antes de publicar
ID/Links/Indieground_PhotocopyNoise_Textures_01.jpg,image/jpeg,8946407,2018-05-14T05:21:42+00:00,0d80901df647faf880acdfff9eda7d97d281bdcc69f0d9999aebc78e5f26ae7c,,3000x4500,Archivo de investigación; revisar antes de publicar
ID/Links/marijuana-flower-bud (1).jpg,image/jpeg,4058701,2024-10-16T19:28:38+00:00,568d400edf535ec31a5dd981f47d7884e9e43018b7f4eda6aaba4c3fda256b29,,3888x2592,Archivo de investigación; revisar antes de publicar
ID/Links/scientist-test-cannabis-product-curative-indoor-cannabis-farm.jpg,image/jpeg,3156715,2024-11-19T21:11:50+00:00,373e706ba39da4fd2870b7c8106e04e93f4090a77fe2a86ea009b5fadb039c92,,3840x2160,Archivo de investigación; revisar antes de publicar
ID/Logo+iso/BOMBO-Logotipo.ai,application/postscript,322692,2025-02-12T21:12:18+00:00,a0f9e2d760b8f388aea2f5d08b7d0f926be58eacf007f104b9452b246c58532a,,,Identidad oficial; selección visual y contraste
ID/Logo+iso/Bombo_Logotipo-Blanco+Bajada.png,image/png,25783,2025-02-12T21:11:52+00:00,d9475ff0a2622203da1d8848820c073cf3e1ab46c2bb5ad234f1d09eb17e0779,,1351x1351,Identidad oficial; selección visual y contraste
ID/Logo+iso/Bombo_Logotipo-Blanco.png,image/png,19858,2025-02-12T21:11:52+00:00,e3957cf8f89418c7b7b1e40db473b9942ce54a8f287cbf1fd1ffce252afd6ed8,,1351x1351,Identidad oficial; selección visual y contraste
ID/Logo+iso/Bombo_Logotipo-Color+Bajada.png,image/png,26128,2025-02-12T21:11:52+00:00,87f77d37e704fc0cf12a2e41b384d80ec969ba4c6e175d2b3570e0ba0a99ef43,,1351x1351,Identidad oficial; selección visual y contraste
ID/Logo+iso/Bombo_Logotipo-Color.png,image/png,19974,2025-02-12T21:11:52+00:00,e4904ae373a2c802c5f6a977eaaf186d41fa60659245bfa000d3a6846d91a037,,1351x1351,Identidad oficial; selección visual y contraste
ID/Logo+iso/Bombo_Logotipo-Negro+Bajada.png,image/png,25942,2025-02-12T21:11:52+00:00,bb26b3167a31e1af5db7cdc2108dec68d216e2ffb39effbbf7fc40cd0bcd1bd9,,1351x1351,Identidad oficial; selección visual y contraste
ID/Logo+iso/Bombo_Logotipo-Negro.png,image/png,20013,2025-02-12T21:11:52+00:00,3b1c3f9003f31a992be3b1a860cdf792977b54ff1c45afa3ee7f32f4e8bff8cb,,1351x1351,Identidad oficial; selección visual y contraste
ID/rediseño sistema visual (1) (1).ai,application/postscript,537785505,2026-08-21T16:37:48+00:00,1067c8d528919987f28b52692329c7bef3c2c526b91909ac77bb83ffce67087d,,,Archivo de investigación; revisar antes de publicar
ID/Uso de colores.ai,application/postscript,268155,2026-09-17T15:10:18+00:00,22440bd43c58da1bed3e41cd2cc04032e5cd762739b3df932ee5d4b43b8cc919,,,Identidad oficial; selección visual y contraste
LANDING/IMAGENES/aceite.jpg,image/jpeg,361839,2026-07-09T11:05:32+00:00,3046a684a1126ae389651d8b85cd7a65c93728769e3459a43e8dd41c7a5bb535,,900x600,Referencia visual para vista previa; derechos de publicación pendientes
LANDING/IMAGENES/comestibles.jpg,image/jpeg,532965,2026-07-09T11:24:58+00:00,7990d3f60045d58ea3ac92ad2d5d9c773518a2b19f094e74be92280bf7a84a5e,,900x600,Referencia visual para vista previa; derechos de publicación pendientes
LANDING/IMAGENES/flores.jpg,image/jpeg,358861,2026-07-09T10:59:10+00:00,7b1803435925f6fbb0ce3debe2356c979f098d278346fc74fd59cd30687ee270,,400x588,Referencia visual para vista previa; derechos de publicación pendientes
LANDING/IMAGENES/home.jpg,image/jpeg,1044626,2026-07-09T13:23:20+00:00,13816de4a7fea488bbd335d494faf031f2759f5b27ee80619a6869c9d85ef9a5,,5184x3456,Referencia visual para vista previa; derechos de publicación pendientes
LANDING/IMAGENES/quienes somos.jpg,image/jpeg,12354946,2026-07-09T08:57:34+00:00,c1dcae860dc49e3b0f90e321b38324b4898e7bcfed7b1ef58ae81946f6719196,,9504x6336,Referencia visual para vista previa; derechos de publicación pendientes
LANDING/IMAGENES/topicos.jpg,image/jpeg,472325,2026-07-09T11:18:30+00:00,067bb6607f83e9773561d522b2e7ff9f8bdb81042b865c5afa9a8477e41f1528,,902x600,Referencia visual para vista previa; derechos de publicación pendientes
LANDING/MAQUETA LANDING.pdf,application/pdf,7286278,2026-07-09T13:25:34+00:00,7f0b8da958a8114e574283001934672045ea79033d934eca9d5519f3055e7643,,1 páginas,Referencia de contenido y composición web
LANDING/Referencias componentes.pdf,application/pdf,379265,2026-07-10T10:35:36+00:00,70f518271de43d6c9e526c154c75ae0765ef882b9ba452524b2ca3676da9f273,,1 páginas,Referencia de contenido y composición web
LANDING/Tipografías/BricolageGrotesque_72pt-Light (1).ttf,font/ttf,91020,2026-02-18T12:48:02+00:00,af0fe4b1b87793ba0dd9fd6bbe48276a679329cdc112eb4670239e117d857712,Etiquetas/Editables/Fonts/BricolageGrotesque_72pt-Light.ttf,,Tipografía; comprobar licencia antes de distribución
LANDING/Tipografías/BricolageGrotesque_72pt-SemiBold (1).ttf,font/ttf,90964,2026-02-18T12:49:56+00:00,3aa14f4caa54f139f45bcfd30ed1b3ef0db1970856715f96133d7f72d6ff14f5,Etiquetas/Editables/Fonts/BricolageGrotesque_72pt-SemiBold.ttf,,Tipografía; comprobar licencia antes de distribución
LANDING/íconos/Icono_beneficios.svg,image/svg+xml,2125,2026-07-09T13:57:54+00:00,6d1d31127648c739c27efda98a56668e5cdb2987b6ba5a9311769bdd584a50a0,,,Referencia de contenido y composición web
LANDING/íconos/Icono_comestibles.svg,image/svg+xml,4416,2026-07-09T13:57:54+00:00,f4e5585ab376e1b876bb4638d8842319cacc11b10edb253a47ff13135940f148,,,Referencia de contenido y composición web
LANDING/íconos/Icono_extractos.svg,image/svg+xml,1301,2026-07-09T13:57:54+00:00,d9e959fe51913551b4993e045dd93c994ecca78bbc408b1050e5a9d26eb2ce43,,,Referencia de contenido y composición web
LANDING/íconos/Icono_flores.svg,image/svg+xml,1717,2026-07-09T13:57:54+00:00,61e579d161f3440316175d42a03e877414ea63e3be30a528854b5817713377b1,,,Referencia de contenido y composición web
LANDING/íconos/Icono_formulario.svg,image/svg+xml,3350,2026-07-09T13:57:54+00:00,8e462a668d495b8bed23158d5d8fa1a0ff653aa2d10b94c635900fafb7a66fcd,,,Referencia de contenido y composición web
LANDING/íconos/Icono_inscibite.svg,image/svg+xml,2792,2026-07-09T13:57:54+00:00,826f77833e299aab8b2b07dc8515f726d049c15048e9020701b5d2a245bf14c4,,,Referencia de contenido y composición web
LANDING/íconos/Icono_instagram.svg,image/svg+xml,1398,2026-07-09T13:57:54+00:00,3a713aad52fa74517be63d7396d096a2c650fdd750a5e610f35adfdc04074ec8,,,Referencia de contenido y composición web
LANDING/íconos/Icono_topicos.svg,image/svg+xml,1213,2026-07-09T13:57:54+00:00,fa7d5f71a4145a26b96c41bfa596b3d8d31703981a3ae1a42c1ed806a5fb1e35,,,Referencia de contenido y composición web
Planificación de contenido - Bombo.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,6176,2026-06-24T08:00:08+00:00,dd86e187b0bf567bbfa4de454aec53b2c80d7ea1aae00d328033712bfcd3884b,,,Archivo de investigación; revisar antes de publicar
Promociones/ BOMBO PROMO.pdf,application/pdf,1867893,2026-05-10T19:33:46+00:00,1582b340266ebbb674b324fb2222bebe1269d1c5cf83c0cc81f443f91fe1449f,,6 páginas,Referencia histórica; nunca importar precios o promociones actuales
Promociones/19-5/flyers promos 19-5.ai,application/postscript,402176,2026-05-19T07:50:34+00:00,8316e29cc367c3b56200b0c6ddf3e1d146177347e0f2a086ad0c89a22a0c377d,,,Referencia histórica; nunca importar precios o promociones actuales
Promociones/19-5/flyers promos 19-5_ext.png,image/png,169152,2026-05-19T08:15:04+00:00,bfa1243e5f8af4997a8afb62787904245e7495b116bb04a816353da98072f1e7,,2250x3000,Referencia histórica; nunca importar precios o promociones actuales
Promociones/19-5/flyers promos 19-5_int+.png,image/png,98391,2026-05-19T09:50:24+00:00,2fd5e29d0d5167f9f357f6e763d127dd68f0b2e6b6fb5dfcac4664b68a3ee217,,1080x1440,Referencia histórica; nunca importar precios o promociones actuales
Promociones/19-5/flyers promos 19-5_int.png,image/png,169009,2026-05-19T08:15:04+00:00,d6684762eb8d1ce070e4bf6a9cd877d07114fbffbda28614b3c92dd672a6668d,,2250x3000,Referencia histórica; nunca importar precios o promociones actuales
Promociones/BOMBO EXT-04.png,image/png,97799,2026-04-18T12:38:06+00:00,e08967b895e9e68f6d2d637232189f4b8da11cce03b4e194c3faacfd5ae8c1e1,,1685x1913,Referencia histórica; nunca importar precios o promociones actuales
Promociones/BOMBO PROMO.pdf,application/pdf,1867893,2026-05-10T19:32:22+00:00,1582b340266ebbb674b324fb2222bebe1269d1c5cf83c0cc81f443f91fe1449f,Promociones/ BOMBO PROMO.pdf,6 páginas,Referencia histórica; nunca importar precios o promociones actuales
Promociones/Cargador y cartucho ELFTHC sobre fondo blanco (1) (1) copia.png,image/png,299203,2026-04-18T08:15:00+00:00,68961f30553a087917a46ab434148fe916b71f79cdd39a70381a63f3ca59b9e5,,1024x431,Referencia histórica; nunca importar precios o promociones actuales
